cardName,cardNumber,cardRarity,cardSubType,cleanName,finishType,marketPrice,setEra,setName,source_file,stage,supertype
Cornerstone Mask Ogerpon,111/182,Uncommon,Fighting,Cornerstone Mask Ogerpon,Reverse Holofoil,0.2,Scarlet & Violet,Destined Rivals,sv10_destined_rivals_cleaned.csv,Basic,Pokemon
Team Rocket's Ekans,112/182,Common,Darkness,Ekans,Normal,0.14,Scarlet & Violet,Destined Rivals,sv10_destined_rivals_cleaned.csv,Basic,Pokemon
Team Rocket's Ekans,112/182,Common,Darkness,Ekans,Reverse Holofoil,0.28,Scarlet & Violet,Destined Rivals,sv10_destined_rivals_cleaned.csv,Basic,Pokemon
Team Rocket's Arbok,113/182,Uncommon,Darkness,Arbok,Normal,0.15,Scarlet & Violet,Destined Rivals,sv10_destined_rivals_cleaned.csv,Stage 1,Pokemon
Team Rocket's Arbok,113/182,Uncommon,Darkness,Arbok,Reverse Holofoil,0.32,Scarlet & Violet,Destined Rivals,sv10_destined_rivals_cleaned.csv,Stage 1,Pokemon
Team Rocket's Nidoran F,114/182,Common,Darkness,Nidoran F,Normal,0.16,Scarlet & Violet,Destined Rivals,sv10_destined_rivals_cleaned.csv,Basic,Pokemon
Team Rocket's Nidoran F,114/182,Common,Darkness,Nidoran F,Reverse Holofoil,0.33,Scarlet & Violet,Destined Rivals,sv10_destined_rivals_cleaned.csv,Basic,Pokemon
Team Rocket's Nidorina,115/182,Common,Darkness,Nidorina,Normal,0.15,Scarlet & Violet,Destined Rivals,sv10_destined_rivals_cleaned.csv,Stage 1,Pokemon
Team Rocket's Nidorina,115/182,Common,Darkness,Nidorina,Reverse Holofoil,0.35,Scarlet & Violet,Destined Rivals,sv10_destined_rivals_cleaned.csv,Stage 1,Pokemon
Team Rocket's Nidoqueen,116/182,Uncommon,Darkness,Nidoqueen,Reverse Holofoil,0.32,Scarlet & Violet,Destined Rivals,sv10_destined_rivals_cleaned.csv,Stage 2,Pokemon
Team Rocket's Nidoqueen,116/182,Uncommon,Darkness,Nidoqueen,Normal,0.14,Scarlet & Violet,Destined Rivals,sv10_destined_rivals_cleaned.csv,Stage 2,Pokemon
Team Rocket's Nidoran M,117/182,Common,Darkness,Nidoran M,Normal,0.12,Scarlet & Violet,Destined Rivals,sv10_destined_rivals_cleaned.csv,Basic,Pokemon
Team Rocket's Nidoran M,117/182,Common,Darkness,Nidoran M,Reverse Holofoil,0.31,Scarlet & Violet,Destined Rivals,sv10_destined_rivals_cleaned.csv,Basic,Pokemon
Team Rocket's Nidorino,118/182,Common,Darkness,Nidorino,Reverse Holofoil,0.35,Scarlet & Violet,Destined Rivals,sv10_destined_rivals_cleaned.csv,Stage 1,Pokemon
Team Rocket's Nidorino,118/182,Common,Darkness,Nidorino,Normal,0.18,Scarlet & Violet,Destined Rivals,sv10_destined_rivals_cleaned.csv,Stage 1,Pokemon
Team Rocket's Nidoking ex - 119/182,119/182,Double Rare,Darkness,Nidoking,Holofoil,0.66,Scarlet & Violet,Destined Rivals,sv10_destined_rivals_cleaned.csv,Stage 2,Pokemon
Team Rocket's Zubat,120/182,Common,Darkness,Zubat,Reverse Holofoil,0.24,Scarlet & Violet,Destined Rivals,sv10_destined_rivals_cleaned.csv,Basic,Pokemon
Team Rocket's Zubat,120/182,Common,Darkness,Zubat,Normal,0.13,Scarlet & Violet,Destined Rivals,sv10_destined_rivals_cleaned.csv,Basic,Pokemon
Team Rocket's Golbat,121/182,Uncommon,Darkness,Golbat,Normal,0.17,Scarlet & Violet,Destined Rivals,sv10_destined_rivals_cleaned.csv,Stage 1,Pokemon
Team Rocket's Golbat,121/182,Uncommon,Darkness,Golbat,Reverse Holofoil,0.33,Scarlet & Violet,Destined Rivals,sv10_destined_rivals_cleaned.csv,Stage 1,Pokemon
Team Rocket's Crobat ex - 122/182,122/182,Double Rare,Darkness,Crobat,Holofoil,0.66,Scarlet & Violet,Destined Rivals,sv10_destined_rivals_cleaned.csv,Stage 2,Pokemon
Team Rocket's Grimer,123/182,Common,Darkness,Grimer,Reverse Holofoil,0.23,Scarlet & Violet,Destined Rivals,sv10_destined_rivals_cleaned.csv,Basic,Pokemon
Team Rocket's Grimer,123/182,Common,Darkness,Grimer,Normal,0.09,Scarlet & Violet,Destined Rivals,sv10_destined_rivals_cleaned.csv,Basic,Pokemon
Team Rocket's Muk,124/182,Uncommon,Darkness,Muk,Reverse Holofoil,0.32,Scarlet & Violet,Destined Rivals,sv10_destined_rivals_cleaned.csv,Stage 1,Pokemon
Team Rocket's Muk,124/182,Uncommon,Darkness,Muk,Normal,0.1,Scarlet & Violet,Destined Rivals,sv10_destined_rivals_cleaned.csv,Stage 1,Pokemon
Team Rocket's Koffing,125/182,Common,Darkness,Koffing,Reverse Holofoil,0.27,Scarlet & Violet,Destined Rivals,sv10_destined_rivals_cleaned.csv,Basic,Pokemon
Team Rocket's Koffing,125/182,Common,Darkness,Koffing,Normal,0.1,Scarlet & Violet,Destined Rivals,sv10_destined_rivals_cleaned.csv,Basic,Pokemon
Team Rocket's Weezing - 126/182,126/182,Uncommon,Darkness,Weezing,Normal,0.09,Scarlet & Violet,Destined Rivals,sv10_destined_rivals_cleaned.csv,Stage 1,Pokemon
Team Rocket's Weezing - 126/182,126/182,Uncommon,Darkness,Weezing,Reverse Holofoil,0.33,Scarlet & Violet,Destined Rivals,sv10_destined_rivals_cleaned.csv,Stage 1,Pokemon
Team Rocket's Murkrow - 127/182,127/182,Uncommon,Darkness,Murkrow,Reverse Holofoil,0.48,Scarlet & Violet,Destined Rivals,sv10_destined_rivals_cleaned.csv,Basic,Pokemon
Team Rocket's Murkrow - 127/182,127/182,Uncommon,Darkness,Murkrow,Normal,0.21,Scarlet & Violet,Destined Rivals,sv10_destined_rivals_cleaned.csv,Basic,Pokemon
Team Rocket's Sneasel,128/182,Rare,Darkness,Sneasel,Reverse Holofoil,0.35,Scarlet & Violet,Destined Rivals,sv10_destined_rivals_cleaned.csv,Basic,Pokemon
Team Rocket's Sneasel,128/182,Rare,Darkness,Sneasel,Holofoil,0.22,Scarlet & Violet,Destined Rivals,sv10_destined_rivals_cleaned.csv,Basic,Pokemon
Cynthia's Spiritomb,129/182,Uncommon,Darkness,Spiritomb,Normal,0.2,Scarlet & Violet,Destined Rivals,sv10_destined_rivals_cleaned.csv,Basic,Pokemon
Cynthia's Spiritomb,129/182,Uncommon,Darkness,Spiritomb,Reverse Holofoil,0.35,Scarlet & Violet,Destined Rivals,sv10_destined_rivals_cleaned.csv,Basic,Pokemon
Marnie's Purrloin,130/182,Common,Darkness,Purrloin,Normal,0.08,Scarlet & Violet,Destined Rivals,sv10_destined_rivals_cleaned.csv,Basic,Pokemon
Marnie's Purrloin,130/182,Common,Darkness,Purrloin,Reverse Holofoil,0.3,Scarlet & Violet,Destined Rivals,sv10_destined_rivals_cleaned.csv,Basic,Pokemon
Marnie's Liepard,131/182,Uncommon,Darkness,Liepard,Normal,0.12,Scarlet & Violet,Destined Rivals,sv10_destined_rivals_cleaned.csv,Stage 1,Pokemon
Marnie's Liepard,131/182,Uncommon,Darkness,Liepard,Reverse Holofoil,0.31,Scarlet & Violet,Destined Rivals,sv10_destined_rivals_cleaned.csv,Stage 1,Pokemon
Marnie's Scraggy,132/182,Common,Darkness,Scraggy,Reverse Holofoil,0.3,Scarlet & Violet,Destined Rivals,sv10_destined_rivals_cleaned.csv,Basic,Pokemon
Marnie's Scraggy,132/182,Common,Darkness,Scraggy,Normal,0.1,Scarlet & Violet,Destined Rivals,sv10_destined_rivals_cleaned.csv,Basic,Pokemon
Marnie's Scrafty,133/182,Uncommon,Darkness,Scrafty,Reverse Holofoil,0.31,Scarlet & Violet,Destined Rivals,sv10_destined_rivals_cleaned.csv,Stage 1,Pokemon
Marnie's Scrafty,133/182,Uncommon,Darkness,Scrafty,Normal,0.07,Scarlet & Violet,Destined Rivals,sv10_destined_rivals_cleaned.csv,Stage 1,Pokemon
Marnie's Impidimp,134/182,Common,Darkness,Impidimp,Reverse Holofoil,0.34,Scarlet & Violet,Destined Rivals,sv10_destined_rivals_cleaned.csv,Basic,Pokemon
Marnie's Impidimp,134/182,Common,Darkness,Impidimp,Normal,0.15,Scarlet & Violet,Destined Rivals,sv10_destined_rivals_cleaned.csv,Basic,Pokemon
Marnie's Morgrem,135/182,Uncommon,Darkness,Morgrem,Normal,0.18,Scarlet & Violet,Destined Rivals,sv10_destined_rivals_cleaned.csv,Stage 1,Pokemon
Marnie's Morgrem,135/182,Uncommon,Darkness,Morgrem,Reverse Holofoil,0.4,Scarlet & Violet,Destined Rivals,sv10_destined_rivals_cleaned.csv,Stage 1,Pokemon
Marnie's Morpeko,137/182,Common,Darkness,Morpeko,Normal,0.19,Scarlet & Violet,Destined Rivals,sv10_destined_rivals_cleaned.csv,Basic,Pokemon
Marnie's Morpeko,137/182,Common,Darkness,Morpeko,Reverse Holofoil,0.31,Scarlet & Violet,Destined Rivals,sv10_destined_rivals_cleaned.csv,Basic,Pokemon
Arven's Maschiff,138/182,Common,Darkness,Maschiff,Reverse Holofoil,0.2,Scarlet & Violet,Destined Rivals,sv10_destined_rivals_cleaned.csv,Basic,Pokemon
Arven's Maschiff,138/182,Common,Darkness,Maschiff,Normal,0.1,Scarlet & Violet,Destined Rivals,sv10_destined_rivals_cleaned.csv,Basic,Pokemon
Arven's Mabosstiff ex - 139/182,139/182,Double Rare,Darkness,Mabosstiff,Holofoil,0.49,Scarlet & Violet,Destined Rivals,sv10_destined_rivals_cleaned.csv,Stage 1,Pokemon
Forretress,140/182,Uncommon,Metal,Forretress,Normal,0.09,Scarlet & Violet,Destined Rivals,sv10_destined_rivals_cleaned.csv,Stage 1,Pokemon
Forretress,140/182,Uncommon,Metal,Forretress,Reverse Holofoil,0.27,Scarlet & Violet,Destined Rivals,sv10_destined_rivals_cleaned.csv,Stage 1,Pokemon
Skarmory,141/182,Common,Metal,Skarmory,Normal,0.04,Scarlet & Violet,Destined Rivals,sv10_destined_rivals_cleaned.csv,Basic,Pokemon
Skarmory,141/182,Common,Metal,Skarmory,Reverse Holofoil,0.07,Scarlet & Violet,Destined Rivals,sv10_destined_rivals_cleaned.csv,Basic,Pokemon
Steven's Skarmory,142/182,Common,Metal,Skarmory,Normal,0.05,Scarlet & Violet,Destined Rivals,sv10_destined_rivals_cleaned.csv,Basic,Pokemon
Steven's Skarmory,142/182,Common,Metal,Skarmory,Reverse Holofoil,0.13,Scarlet & Violet,Destined Rivals,sv10_destined_rivals_cleaned.csv,Basic,Pokemon
Steven's Beldum,143/182,Common,Metal,Beldum,Reverse Holofoil,0.3,Scarlet & Violet,Destined Rivals,sv10_destined_rivals_cleaned.csv,Basic,Pokemon
Steven's Beldum,143/182,Common,Metal,Beldum,Normal,0.15,Scarlet & Violet,Destined Rivals,sv10_destined_rivals_cleaned.csv,Basic,Pokemon
Steven's Metang,144/182,Uncommon,Metal,Metang,Reverse Holofoil,0.35,Scarlet & Violet,Destined Rivals,sv10_destined_rivals_cleaned.csv,Stage 1,Pokemon
Steven's Metang,144/182,Uncommon,Metal,Metang,Normal,0.19,Scarlet & Violet,Destined Rivals,sv10_destined_rivals_cleaned.csv,Stage 1,Pokemon
Zamazenta - 146/182,146/182,Rare,Metal,Zamazenta,Holofoil,0.09,Scarlet & Violet,Destined Rivals,sv10_destined_rivals_cleaned.csv,Basic,Pokemon
Zamazenta - 146/182,146/182,Rare,Metal,Zamazenta,Reverse Holofoil,0.29,Scarlet & Violet,Destined Rivals,sv10_destined_rivals_cleaned.csv,Basic,Pokemon
Team Rocket's Rattata,147/182,Common,Colorless,Rattata,Normal,0.04,Scarlet & Violet,Destined Rivals,sv10_destined_rivals_cleaned.csv,Basic,Pokemon
Team Rocket's Rattata,147/182,Common,Colorless,Rattata,Reverse Holofoil,0.12,Scarlet & Violet,Destined Rivals,sv10_destined_rivals_cleaned.csv,Basic,Pokemon
Team Rocket's Raticate - 148/182,148/182,Common,Colorless,Raticate,Normal,0.05,Scarlet & Violet,Destined Rivals,sv10_destined_rivals_cleaned.csv,Stage 1,Pokemon
Team Rocket's Raticate - 148/182,148/182,Common,Colorless,Raticate,Reverse Holofoil,0.1,Scarlet & Violet,Destined Rivals,sv10_destined_rivals_cleaned.csv,Stage 1,Pokemon
Team Rocket's Persian ex - 150/182,150/182,Double Rare,Colorless,Persian,Holofoil,0.71,Scarlet & Violet,Destined Rivals,sv10_destined_rivals_cleaned.csv,Stage 1,Pokemon
Kangaskhan - 151/182,151/182,Common,Colorless,Kangaskhan,Normal,0.09,Scarlet & Violet,Destined Rivals,sv10_destined_rivals_cleaned.csv,Basic,Pokemon
Kangaskhan - 151/182,151/182,Common,Colorless,Kangaskhan,Reverse Holofoil,0.15,Scarlet & Violet,Destined Rivals,sv10_destined_rivals_cleaned.csv,Basic,Pokemon
Tauros,152/182,Common,Colorless,Tauros,Normal,0.12,Scarlet & Violet,Destined Rivals,sv10_destined_rivals_cleaned.csv,Basic,Pokemon
Tauros,152/182,Common,Colorless,Tauros,Reverse Holofoil,0.17,Scarlet & Violet,Destined Rivals,sv10_destined_rivals_cleaned.csv,Basic,Pokemon
Taillow,156/182,Common,Colorless,Taillow,Normal,0.12,Scarlet & Violet,Destined Rivals,sv10_destined_rivals_cleaned.csv,Basic,Pokemon
Taillow,156/182,Common,Colorless,Taillow,Reverse Holofoil,0.16,Scarlet & Violet,Destined Rivals,sv10_destined_rivals_cleaned.csv,Basic,Pokemon
Swellow,157/182,Common,Colorless,Swellow,Reverse Holofoil,0.1,Scarlet & Violet,Destined Rivals,sv10_destined_rivals_cleaned.csv,Stage 1,Pokemon
Swellow,157/182,Common,Colorless,Swellow,Normal,0.05,Scarlet & Violet,Destined Rivals,sv10_destined_rivals_cleaned.csv,Stage 1,Pokemon
Arven's Skwovet,158/182,Common,Colorless,Skwovet,Reverse Holofoil,0.18,Scarlet & Violet,Destined Rivals,sv10_destined_rivals_cleaned.csv,Basic,Pokemon
Arven's Skwovet,158/182,Common,Colorless,Skwovet,Normal,0.08,Scarlet & Violet,Destined Rivals,sv10_destined_rivals_cleaned.csv,Basic,Pokemon
Arven's Greedent - 159/182,159/182,Rare,Colorless,Greedent,Reverse Holofoil,0.3,Scarlet & Violet,Destined Rivals,sv10_destined_rivals_cleaned.csv,Stage 1,Pokemon
Arven's Greedent - 159/182,159/182,Rare,Colorless,Greedent,Holofoil,0.1,Scarlet & Violet,Destined Rivals,sv10_destined_rivals_cleaned.csv,Stage 1,Pokemon
Squawkabilly,160/182,Common,Colorless,Squawkabilly,Normal,0.11,Scarlet & Violet,Destined Rivals,sv10_destined_rivals_cleaned.csv,Basic,Pokemon
Squawkabilly,160/182,Common,Colorless,Squawkabilly,Reverse Holofoil,0.2,Scarlet & Violet,Destined Rivals,sv10_destined_rivals_cleaned.csv,Basic,Pokemon
Arven's Sandwich,161/182,Uncommon,Trainer - Item,,Reverse Holofoil,0.1,Scarlet & Violet,Destined Rivals,sv10_destined_rivals_cleaned.csv,,Trainer
Arven's Sandwich,161/182,Uncommon,Trainer - Item,,Normal,0.08,Scarlet & Violet,Destined Rivals,sv10_destined_rivals_cleaned.csv,,Trainer
Cynthia's Power Weight,162/182,Uncommon,Trainer - Pokemon Tool,,Normal,0.2,Scarlet & Violet,Destined Rivals,sv10_destined_rivals_cleaned.csv,,Trainer
Cynthia's Power Weight,162/182,Uncommon,Trainer - Pokemon Tool,,Reverse Holofoil,0.24,Scarlet & Violet,Destined Rivals,sv10_destined_rivals_cleaned.csv,,Trainer
Emcee's Hype - 163/182,163/182,Common,Trainer - Supporter,Emcee,Reverse Holofoil,0.15,Scarlet & Violet,Destined Rivals,sv10_destined_rivals_cleaned.csv,,Trainer
Emcee's Hype - 163/182,163/182,Common,Trainer - Supporter,Emcee,Normal,0.08,Scarlet & Violet,Destined Rivals,sv10_destined_rivals_cleaned.csv,,Trainer
Energy Recycler,164/182,Uncommon,Trainer - Item,,Normal,0.2,Scarlet & Violet,Destined Rivals,sv10_destined_rivals_cleaned.csv,,Trainer
Energy Recycler,164/182,Uncommon,Trainer - Item,,Reverse Holofoil,0.29,Scarlet & Violet,Destined Rivals,sv10_destined_rivals_cleaned.csv,,Trainer
Ethan's Adventure - 165/182,165/182,Uncommon,Trainer - Supporter,Ethan,Reverse Holofoil,0.24,Scarlet & Violet,Destined Rivals,sv10_destined_rivals_cleaned.csv,,Trainer
Ethan's Adventure - 165/182,165/182,Uncommon,Trainer - Supporter,Ethan,Normal,0.16,Scarlet & Violet,Destined Rivals,sv10_destined_rivals_cleaned.csv,,Trainer
Granite Cave,166/182,Uncommon,Trainer - Stadium,,Normal,0.09,Scarlet & Violet,Destined Rivals,sv10_destined_rivals_cleaned.csv,,Trainer
Granite Cave,166/182,Uncommon,Trainer - Stadium,,Reverse Holofoil,0.17,Scarlet & Violet,Destined Rivals,sv10_destined_rivals_cleaned.csv,,Trainer
Judge - 167/182,167/182,Uncommon,Trainer - Supporter,Judge,Normal,0.26,Scarlet & Violet,Destined Rivals,sv10_destined_rivals_cleaned.csv,,Trainer
Judge - 167/182,167/182,Uncommon,Trainer - Supporter,Judge,Reverse Holofoil,0.23,Scarlet & Violet,Destined Rivals,sv10_destined_rivals_cleaned.csv,,Trainer
Sacred Ash,168/182,Uncommon,Trainer - Item,,Normal,0.23,Scarlet & Violet,Destined Rivals,sv10_destined_rivals_cleaned.csv,,Trainer
Sacred Ash,168/182,Uncommon,Trainer - Item,,Reverse Holofoil,0.29,Scarlet & Violet,Destined Rivals,sv10_destined_rivals_cleaned.csv,,Trainer
Team Rocket's Archer - 170/182,170/182,Uncommon,Trainer - Supporter,Archer,Normal,0.19,Scarlet & Violet,Destined Rivals,sv10_destined_rivals_cleaned.csv,,Trainer
Team Rocket's Archer - 170/182,170/182,Uncommon,Trainer - Supporter,Archer,Reverse Holofoil,0.33,Scarlet & Violet,Destined Rivals,sv10_destined_rivals_cleaned.csv,,Trainer
Team Rocket's Ariana - 171/182,171/182,Uncommon,Trainer - Supporter,Ariana,Reverse Holofoil,0.32,Scarlet & Violet,Destined Rivals,sv10_destined_rivals_cleaned.csv,,Trainer
Team Rocket's Ariana - 171/182,171/182,Uncommon,Trainer - Supporter,Ariana,Normal,0.18,Scarlet & Violet,Destined Rivals,sv10_destined_rivals_cleaned.csv,,Trainer
Team Rocket's Bother-Bot,172/182,Uncommon,Trainer - Item,,Normal,0.12,Scarlet & Violet,Destined Rivals,sv10_destined_rivals_cleaned.csv,,Trainer
Team Rocket's Bother-Bot,172/182,Uncommon,Trainer - Item,,Reverse Holofoil,0.29,Scarlet & Violet,Destined Rivals,sv10_destined_rivals_cleaned.csv,,Trainer
Team Rocket's Factory,173/182,Uncommon,Trainer - Stadium,,Reverse Holofoil,0.36,Scarlet & Violet,Destined Rivals,sv10_destined_rivals_cleaned.csv,,Trainer
Team Rocket's Factory,173/182,Uncommon,Trainer - Stadium,,Normal,0.19,Scarlet & Violet,Destined Rivals,sv10_destined_rivals_cleaned.csv,,Trainer
Team Rocket's Great Ball,175/182,Uncommon,Trainer - Item,,Reverse Holofoil,0.34,Scarlet & Violet,Destined Rivals,sv10_destined_rivals_cleaned.csv,,Trainer
Team Rocket's Great Ball,175/182,Uncommon,Trainer - Item,,Normal,0.13,Scarlet & Violet,Destined Rivals,sv10_destined_rivals_cleaned.csv,,Trainer
Team Rocket's Petrel - 176/182,176/182,Uncommon,Trainer - Supporter,Petrel,Normal,0.36,Scarlet & Violet,Destined Rivals,sv10_destined_rivals_cleaned.csv,,Trainer
Team Rocket's Petrel - 176/182,176/182,Uncommon,Trainer - Supporter,Petrel,Reverse Holofoil,0.85,Scarlet & Violet,Destined Rivals,sv10_destined_rivals_cleaned.csv,,Trainer
Team Rocket's Proton - 177/182,177/182,Uncommon,Trainer - Supporter,Proton,Reverse Holofoil,0.3,Scarlet & Violet,Destined Rivals,sv10_destined_rivals_cleaned.csv,,Trainer
Team Rocket's Proton - 177/182,177/182,Uncommon,Trainer - Supporter,Proton,Normal,0.15,Scarlet & Violet,Destined Rivals,sv10_destined_rivals_cleaned.csv,,Trainer
Team Rocket's Transceiver,178/182,Uncommon,Trainer - Item,,Reverse Holofoil,0.31,Scarlet & Violet,Destined Rivals,sv10_destined_rivals_cleaned.csv,,Trainer
Team Rocket's Transceiver,178/182,Uncommon,Trainer - Item,,Normal,0.22,Scarlet & Violet,Destined Rivals,sv10_destined_rivals_cleaned.csv,,Trainer
Team Rocket's Venture Bomb,179/182,Uncommon,Trainer - Item,,Reverse Holofoil,0.31,Scarlet & Violet,Destined Rivals,sv10_destined_rivals_cleaned.csv,,Trainer
Team Rocket's Venture Bomb,179/182,Uncommon,Trainer - Item,,Normal,0.14,Scarlet & Violet,Destined Rivals,sv10_destined_rivals_cleaned.csv,,Trainer
Team Rocket's Watchtower,180/182,Uncommon,Trainer - Stadium,,Normal,0.26,Scarlet & Violet,Destined Rivals,sv10_destined_rivals_cleaned.csv,,Trainer
Team Rocket's Watchtower,180/182,Uncommon,Trainer - Stadium,,Reverse Holofoil,0.46,Scarlet & Violet,Destined Rivals,sv10_destined_rivals_cleaned.csv,,Trainer
TM Machine,181/182,Uncommon,Trainer - Item,,Normal,0.1,Scarlet & Violet,Destined Rivals,sv10_destined_rivals_cleaned.csv,,Trainer
TM Machine,181/182,Uncommon,Trainer - Item,,Reverse Holofoil,0.29,Scarlet & Violet,Destined Rivals,sv10_destined_rivals_cleaned.csv,,Trainer
Team Rocket's Energy,182/182,Uncommon,,,Reverse Holofoil,0.72,Scarlet & Violet,Destined Rivals,sv10_destined_rivals_cleaned.csv,,unknown
Team Rocket's Energy,182/182,Uncommon,,,Normal,0.28,Scarlet & Violet,Destined Rivals,sv10_destined_rivals_cleaned.csv,,unknown
Yanma - 183/182,183/182,Illustration Rare,Grass,Yanma,Holofoil,4.01,Scarlet & Violet,Destined Rivals,sv10_destined_rivals_cleaned.csv,Basic,Pokemon
Cynthia's Roserade - 184/182,184/182,Illustration Rare,Grass,Roserade,Holofoil,16.26,Scarlet & Violet,Destined Rivals,sv10_destined_rivals_cleaned.csv,Stage 1,Pokemon
Shaymin - 185/182,185/182,Illustration Rare,Grass,Shaymin,Holofoil,10.3,Scarlet & Violet,Destined Rivals,sv10_destined_rivals_cleaned.csv,Basic,Pokemon
Crustle - 186/182,186/182,Illustration Rare,Grass,Crustle,Holofoil,3.44,Scarlet & Violet,Destined Rivals,sv10_destined_rivals_cleaned.csv,Stage 1,Pokemon
Team Rocket's Spidops - 187/182,187/182,Illustration Rare,Grass,Spidops,Holofoil,6.76,Scarlet & Violet,Destined Rivals,sv10_destined_rivals_cleaned.csv,Stage 2,Pokemon
Hydrapple - 188/182,188/182,Illustration Rare,Grass,Hydrapple,Holofoil,3.93,Scarlet & Violet,Destined Rivals,sv10_destined_rivals_cleaned.csv,Stage 2,Pokemon
Rapidash - 189/182,189/182,Illustration Rare,Fire,Rapidash,Holofoil,8.49,Scarlet & Violet,Destined Rivals,sv10_destined_rivals_cleaned.csv,Stage 1,Pokemon
Ethan's Typhlosion - 190/182,190/182,Illustration Rare,Fire,Typhlosion,Holofoil,30.38,Scarlet & Violet,Destined Rivals,sv10_destined_rivals_cleaned.csv,Stage 2,Pokemon
Team Rocket's Houndoom - 191/182,191/182,Illustration Rare,Fire,Houndoom,Holofoil,14.94,Scarlet & Violet,Destined Rivals,sv10_destined_rivals_cleaned.csv,Stage 1,Pokemon
Blaziken - 192/182,192/182,Illustration Rare,Fire,Blaziken,Holofoil,12.59,Scarlet & Violet,Destined Rivals,sv10_destined_rivals_cleaned.csv,Stage 2,Pokemon
Misty's Psyduck - 193/182,193/182,Illustration Rare,Water,Psyduck,Holofoil,66.71,Scarlet & Violet,Destined Rivals,sv10_destined_rivals_cleaned.csv,Basic,Pokemon
Misty's Lapras - 194/182,194/182,Illustration Rare,Water,Lapras,Holofoil,35.4,Scarlet & Violet,Destined Rivals,sv10_destined_rivals_cleaned.csv,Basic,Pokemon
Clamperl - 195/182,195/182,Illustration Rare,Water,Clamperl,Holofoil,3.56,Scarlet & Violet,Destined Rivals,sv10_destined_rivals_cleaned.csv,Basic,Pokemon
Electrike - 196/182,196/182,Illustration Rare,Lightning,Electrike,Holofoil,3.16,Scarlet & Violet,Destined Rivals,sv10_destined_rivals_cleaned.csv,Basic,Pokemon
Rotom - 197/182,197/182,Illustration Rare,Lightning,Rotom,Holofoil,4.23,Scarlet & Violet,Destined Rivals,sv10_destined_rivals_cleaned.csv,Basic,Pokemon
Team Rocket's Orbeetle - 198/182,198/182,Illustration Rare,Psychic,Orbeetle,Holofoil,3.77,Scarlet & Violet,Destined Rivals,sv10_destined_rivals_cleaned.csv,Stage 2,Pokemon
Team Rocket's Weezing - 199/182,199/182,Illustration Rare,Darkness,Weezing,Holofoil,8.33,Scarlet & Violet,Destined Rivals,sv10_destined_rivals_cleaned.csv,Stage 1,Pokemon
Team Rocket's Murkrow - 200/182,200/182,Illustration Rare,Darkness,Murkrow,Holofoil,10.11,Scarlet & Violet,Destined Rivals,sv10_destined_rivals_cleaned.csv,Basic,Pokemon
Zamazenta - 201/182,201/182,Illustration Rare,Metal,Zamazenta,Holofoil,4.27,Scarlet & Violet,Destined Rivals,sv10_destined_rivals_cleaned.csv,Basic,Pokemon
Team Rocket's Raticate - 202/182,202/182,Illustration Rare,Colorless,Raticate,Holofoil,6.77,Scarlet & Violet,Destined Rivals,sv10_destined_rivals_cleaned.csv,Stage 1,Pokemon
Team Rocket's Meowth - 203/182,203/182,Illustration Rare,Colorless,Meowth,Holofoil,29.19,Scarlet & Violet,Destined Rivals,sv10_destined_rivals_cleaned.csv,Basic,Pokemon
Kangaskhan - 204/182,204/182,Illustration Rare,Colorless,Kangaskhan,Holofoil,11.55,Scarlet & Violet,Destined Rivals,sv10_destined_rivals_cleaned.csv,Basic,Pokemon
Arven's Greedent - 205/182,205/182,Illustration Rare,Colorless,Greedent,Holofoil,3.6,Scarlet & Violet,Destined Rivals,sv10_destined_rivals_cleaned.csv,Stage 1,Pokemon
Yanmega ex - 206/182,206/182,Ultra Rare,Grass,Yanmega,Holofoil,1.17,Scarlet & Violet,Destined Rivals,sv10_destined_rivals_cleaned.csv,Stage 1,Pokemon
Arboliva ex - 207/182,207/182,Ultra Rare,Grass,Arboliva,Holofoil,3.74,Scarlet & Violet,Destined Rivals,sv10_destined_rivals_cleaned.csv,Stage 2,Pokemon
Team Rocket's Moltres ex - 208/182,208/182,Ultra Rare,Fire,Moltres,Holofoil,5.75,Scarlet & Violet,Destined Rivals,sv10_destined_rivals_cleaned.csv,Basic,Pokemon
Ethan's Ho-Oh ex - 209/182,209/182,Ultra Rare,Fire,Ho-Oh,Holofoil,4.97,Scarlet & Violet,Destined Rivals,sv10_destined_rivals_cleaned.csv,Basic,Pokemon
Cetitan ex - 210/182,210/182,Ultra Rare,Water,Cetitan,Holofoil,1.44,Scarlet & Violet,Destined Rivals,sv10_destined_rivals_cleaned.csv,Stage 1,Pokemon
Dondozo ex - 211/182,211/182,Ultra Rare,Water,Dondozo,Holofoil,1.37,Scarlet & Violet,Destined Rivals,sv10_destined_rivals_cleaned.csv,Basic,Pokemon
Electivire ex - 212/182,212/182,Ultra Rare,Lightning,Electivire,Holofoil,1.47,Scarlet & Violet,Destined Rivals,sv10_destined_rivals_cleaned.csv,Stage 1,Pokemon
Team Rocket's Mewtwo ex - 213/182,213/182,Ultra Rare,Psychic,Mewtwo,Holofoil,23.11,Scarlet & Violet,Destined Rivals,sv10_destined_rivals_cleaned.csv,Basic,Pokemon
Regirock ex - 214/182,214/182,Ultra Rare,Fighting,Regirock,Holofoil,1.32,Scarlet & Violet,Destined Rivals,sv10_destined_rivals_cleaned.csv,Basic,Pokemon
