cardName,cardNumber,cardRarity,cardSubType,cleanName,finishType,marketPrice,setEra,setName,source_file,stage,supertype,patternType,tagName,isLegendary,isMythical,isStarter,isEeveelution,isMascot,isWaifuTrainer
Zapdos ex - 192/165,192/165,Ultra Rare,Lightning,Zapdos,Holofoil,13.71,Scarlet & Violet,Scarlet & Violet 151,sv_scarlet_violet_151_cleaned.csv,Basic,Pokemon,none,Zapdos,True,False,False,False,False,False
Bill's Transfer - 194/165,194/165,Ultra Rare,Supporter,Bill,Holofoil,5.09,Scarlet & Violet,Scarlet & Violet 151,sv_scarlet_violet_151_cleaned.csv,,Trainer,none,Bill,False,False,False,False,False,False
Daisy's Help - 195/165,195/165,Ultra Rare,Supporter,Daisy,Holofoil,4.27,Scarlet & Violet,Scarlet & Violet 151,sv_scarlet_violet_151_cleaned.csv,,Trainer,none,Daisy,False,False,False,False,False,False
Giovanni's Charisma - 197/165,197/165,Ultra Rare,Supporter,Giovanni,Holofoil,6.13,Scarlet & Violet,Scarlet & Violet 151,sv_scarlet_violet_151_cleaned.csv,,Trainer,none,Giovanni,False,False,False,False,False,False
Venusaur ex - 198/165,198/165,Special Illustration Rare,Grass,Venusaur,Holofoil,134.4,Scarlet & Violet,Scarlet & Violet 151,sv_scarlet_violet_151_cleaned.csv,Stage 2,Pokemon,none,Venusaur,False,False,True,False,False,False
Charizard ex - 199/165,199/165,Special Illustration Rare,Fire,Charizard,Holofoil,432.84,Scarlet & Violet,Scarlet & Violet 151,sv_scarlet_violet_151_cleaned.csv,Stage 2,Pokemon,none,Charizard,False,False,True,False,True,False
Blastoise ex - 200/165,200/165,Special Illustration Rare,Water,Blastoise,Holofoil,154.65,Scarlet & Violet,Scarlet & Violet 151,sv_scarlet_violet_151_cleaned.csv,Stage 2,Pokemon,none,Blastoise,False,False,True,False,False,False
Alakazam ex - 201/165,201/165,Special Illustration Rare,Psychic,Alakazam,Holofoil,78.0,Scarlet & Violet,Scarlet & Violet 151,sv_scarlet_violet_151_cleaned.csv,Stage 2,Pokemon,none,Alakazam,False,False,False,False,False,False
Zapdos ex - 202/165,202/165,Special Illustration Rare,Lightning,Zapdos,Holofoil,109.19,Scarlet & Violet,Scarlet & Violet 151,sv_scarlet_violet_151_cleaned.csv,Basic,Pokemon,none,Zapdos,True,False,False,False,False,False
Erika's Invitation - 203/165,203/165,Special Illustration Rare,Supporter,Erika,Holofoil,21.94,Scarlet & Violet,Scarlet & Violet 151,sv_scarlet_violet_151_cleaned.csv,,Trainer,none,Erika,False,False,False,False,False,True
Giovanni's Charisma - 204/165,204/165,Special Illustration Rare,Supporter,Giovanni,Holofoil,19.88,Scarlet & Violet,Scarlet & Violet 151,sv_scarlet_violet_151_cleaned.csv,,Trainer,none,Giovanni,False,False,False,False,False,False
Mew ex - 205/165,205/165,Hyper Rare,Psychic,Mew,Holofoil,27.4,Scarlet & Violet,Scarlet & Violet 151,sv_scarlet_violet_151_cleaned.csv,Basic,Pokemon,none,Mew,False,True,False,False,True,False
Switch - 206/165,206/165,Hyper Rare,Item,,Holofoil,2.76,Scarlet & Violet,Scarlet & Violet 151,sv_scarlet_violet_151_cleaned.csv,,Trainer,none,nan,False,False,False,False,False,False
Basic Psychic Energy - 207/165,207/165,Hyper Rare,Basic Energy,,Holofoil,6.68,Scarlet & Violet,Scarlet & Violet 151,sv_scarlet_violet_151_cleaned.csv,,Energy,none,nan,False,False,False,False,False,False
Erika's Invitation - 196/165,196/165,Ultra Rare,Supporter,Erika,Holofoil,10.34,Scarlet & Violet,Scarlet & Violet 151,sv_scarlet_violet_151_cleaned.csv,,Trainer,none,Erika,False,False,False,False,False,True
Mew ex - 205/165 (151 Metal Card),205/165,Double Rare,Psychic,Mew,Normal,37.15,Scarlet & Violet,Scarlet & Violet 151,sv_scarlet_violet_151_cleaned.csv,Basic,Pokemon,none,Mew,False,True,False,False,True,False
Joltik,001/064,Common,Grass,Joltik,Normal,0.09,Scarlet & Violet,Shrouded Fable,sv_shrouded_fable_cleaned.csv,Basic,Pokemon,none,Joltik,False,False,False,False,False,False
Joltik,001/064,Common,Grass,Joltik,Reverse Holofoil,0.14,Scarlet & Violet,Shrouded Fable,sv_shrouded_fable_cleaned.csv,Basic,Pokemon,none,Joltik,False,False,False,False,False,False
Galvantula,002/064,Uncommon,Grass,Galvantula,Normal,0.17,Scarlet & Violet,Shrouded Fable,sv_shrouded_fable_cleaned.csv,Stage 1,Pokemon,none,Galvantula,False,False,False,False,False,False
Galvantula,002/064,Uncommon,Grass,Galvantula,Reverse Holofoil,0.23,Scarlet & Violet,Shrouded Fable,sv_shrouded_fable_cleaned.csv,Stage 1,Pokemon,none,Galvantula,False,False,False,False,False,False
Rowlet,003/064,Common,Grass,Rowlet,Normal,0.11,Scarlet & Violet,Shrouded Fable,sv_shrouded_fable_cleaned.csv,Basic,Pokemon,none,Rowlet,False,False,True,False,False,False
Rowlet,003/064,Common,Grass,Rowlet,Reverse Holofoil,0.19,Scarlet & Violet,Shrouded Fable,sv_shrouded_fable_cleaned.csv,Basic,Pokemon,none,Rowlet,False,False,True,False,False,False
Dartrix,004/064,Common,Grass,Dartrix,Reverse Holofoil,0.18,Scarlet & Violet,Shrouded Fable,sv_shrouded_fable_cleaned.csv,Stage 1,Pokemon,none,Dartrix,False,False,True,False,False,False
Dartrix,004/064,Common,Grass,Dartrix,Normal,0.1,Scarlet & Violet,Shrouded Fable,sv_shrouded_fable_cleaned.csv,Stage 1,Pokemon,none,Dartrix,False,False,True,False,False,False
Decidueye,005/064,Uncommon,Grass,Decidueye,Normal,0.12,Scarlet & Violet,Shrouded Fable,sv_shrouded_fable_cleaned.csv,Stage 2,Pokemon,none,Decidueye,False,False,True,False,False,False
Decidueye,005/064,Uncommon,Grass,Decidueye,Reverse Holofoil,0.2,Scarlet & Violet,Shrouded Fable,sv_shrouded_fable_cleaned.csv,Stage 2,Pokemon,none,Decidueye,False,False,True,False,False,False
Tapu Bulu - 006/064,006/064,Rare,Grass,Tapu Bulu,Reverse Holofoil,0.15,Scarlet & Violet,Shrouded Fable,sv_shrouded_fable_cleaned.csv,Basic,Pokemon,none,Tapu Bulu,True,False,False,False,False,False
Tapu Bulu - 006/064,006/064,Rare,Grass,Tapu Bulu,Holofoil,0.09,Scarlet & Violet,Shrouded Fable,sv_shrouded_fable_cleaned.csv,Basic,Pokemon,none,Tapu Bulu,True,False,False,False,False,False
Houndour,007/064,Common,Fire,Houndour,Normal,0.12,Scarlet & Violet,Shrouded Fable,sv_shrouded_fable_cleaned.csv,Basic,Pokemon,none,Houndour,False,False,False,False,False,False
Houndour,007/064,Common,Fire,Houndour,Reverse Holofoil,0.14,Scarlet & Violet,Shrouded Fable,sv_shrouded_fable_cleaned.csv,Basic,Pokemon,none,Houndour,False,False,False,False,False,False
Houndoom - 008/064,008/064,Common,Fire,Houndoom,Reverse Holofoil,0.22,Scarlet & Violet,Shrouded Fable,sv_shrouded_fable_cleaned.csv,Stage 1,Pokemon,none,Houndoom,False,False,False,False,False,False
Houndoom - 008/064,008/064,Common,Fire,Houndoom,Normal,0.1,Scarlet & Violet,Shrouded Fable,sv_shrouded_fable_cleaned.csv,Stage 1,Pokemon,none,Houndoom,False,False,False,False,False,False
Iron Moth,009/064,Uncommon,Fire,Iron Moth,Normal,0.13,Scarlet & Violet,Shrouded Fable,sv_shrouded_fable_cleaned.csv,Basic,Pokemon,none,Iron Moth,False,False,False,False,False,False
Iron Moth,009/064,Uncommon,Fire,Iron Moth,Reverse Holofoil,0.25,Scarlet & Violet,Shrouded Fable,sv_shrouded_fable_cleaned.csv,Basic,Pokemon,none,Iron Moth,False,False,False,False,False,False
Horsea - 010/064,010/064,Common,Water,Horsea,Reverse Holofoil,0.21,Scarlet & Violet,Shrouded Fable,sv_shrouded_fable_cleaned.csv,Basic,Pokemon,none,Horsea,False,False,False,False,False,False
Horsea - 010/064,010/064,Common,Water,Horsea,Normal,0.06,Scarlet & Violet,Shrouded Fable,sv_shrouded_fable_cleaned.csv,Basic,Pokemon,none,Horsea,False,False,False,False,False,False
Seadra,011/064,Common,Water,Seadra,Normal,0.07,Scarlet & Violet,Shrouded Fable,sv_shrouded_fable_cleaned.csv,Stage 1,Pokemon,none,Seadra,False,False,False,False,False,False
Seadra,011/064,Common,Water,Seadra,Reverse Holofoil,0.2,Scarlet & Violet,Shrouded Fable,sv_shrouded_fable_cleaned.csv,Stage 1,Pokemon,none,Seadra,False,False,False,False,False,False
Kingdra ex - 012/064,012/064,Double Rare,Water,Kingdra,Holofoil,0.66,Scarlet & Violet,Shrouded Fable,sv_shrouded_fable_cleaned.csv,Stage 2,Pokemon,none,Kingdra,False,False,False,False,False,False
Sneasel,013/064,Common,Water,Sneasel,Reverse Holofoil,0.15,Scarlet & Violet,Shrouded Fable,sv_shrouded_fable_cleaned.csv,Basic,Pokemon,none,Sneasel,False,False,False,False,False,False
Sneasel,013/064,Common,Water,Sneasel,Normal,0.05,Scarlet & Violet,Shrouded Fable,sv_shrouded_fable_cleaned.csv,Basic,Pokemon,none,Sneasel,False,False,False,False,False,False
Weavile,014/064,Uncommon,Water,Weavile,Normal,0.05,Scarlet & Violet,Shrouded Fable,sv_shrouded_fable_cleaned.csv,Stage 1,Pokemon,none,Weavile,False,False,False,False,False,False
Weavile,014/064,Uncommon,Water,Weavile,Reverse Holofoil,0.1,Scarlet & Violet,Shrouded Fable,sv_shrouded_fable_cleaned.csv,Stage 1,Pokemon,none,Weavile,False,False,False,False,False,False
Revavroom ex - 015/064,015/064,Double Rare,Lightning,Revavroom,Holofoil,0.54,Scarlet & Violet,Shrouded Fable,sv_shrouded_fable_cleaned.csv,Stage 1,Pokemon,none,Revavroom,False,False,False,False,False,False
Drowzee,016/064,Common,Psychic,Drowzee,Normal,0.09,Scarlet & Violet,Shrouded Fable,sv_shrouded_fable_cleaned.csv,Basic,Pokemon,none,Drowzee,False,False,False,False,False,False
Drowzee,016/064,Common,Psychic,Drowzee,Reverse Holofoil,0.22,Scarlet & Violet,Shrouded Fable,sv_shrouded_fable_cleaned.csv,Basic,Pokemon,none,Drowzee,False,False,False,False,False,False
Hypno,017/064,Uncommon,Psychic,Hypno,Normal,0.07,Scarlet & Violet,Shrouded Fable,sv_shrouded_fable_cleaned.csv,Stage 1,Pokemon,none,Hypno,False,False,False,False,False,False
Hypno,017/064,Uncommon,Psychic,Hypno,Reverse Holofoil,0.18,Scarlet & Violet,Shrouded Fable,sv_shrouded_fable_cleaned.csv,Stage 1,Pokemon,none,Hypno,False,False,False,False,False,False
Duskull - 018/064,018/064,Common,Psychic,Duskull,Normal,0.23,Scarlet & Violet,Shrouded Fable,sv_shrouded_fable_cleaned.csv,Basic,Pokemon,none,Duskull,False,False,False,False,False,False
Duskull - 018/064,018/064,Common,Psychic,Duskull,Reverse Holofoil,0.25,Scarlet & Violet,Shrouded Fable,sv_shrouded_fable_cleaned.csv,Basic,Pokemon,none,Duskull,False,False,False,False,False,False
Dusclops - 019/064,019/064,Common,Psychic,Dusclops,Normal,0.23,Scarlet & Violet,Shrouded Fable,sv_shrouded_fable_cleaned.csv,Stage 1,Pokemon,none,Dusclops,False,False,False,False,False,False
Dusclops - 019/064,019/064,Common,Psychic,Dusclops,Reverse Holofoil,0.22,Scarlet & Violet,Shrouded Fable,sv_shrouded_fable_cleaned.csv,Stage 1,Pokemon,none,Dusclops,False,False,False,False,False,False
Dusknoir - 020/064,020/064,Rare,Psychic,Dusknoir,Reverse Holofoil,0.26,Scarlet & Violet,Shrouded Fable,sv_shrouded_fable_cleaned.csv,Stage 2,Pokemon,none,Dusknoir,False,False,False,False,False,False
Dusknoir - 020/064,020/064,Rare,Psychic,Dusknoir,Holofoil,0.19,Scarlet & Violet,Shrouded Fable,sv_shrouded_fable_cleaned.csv,Stage 2,Pokemon,none,Dusknoir,False,False,False,False,False,False
Cresselia - 021/064,021/064,Rare,Psychic,Cresselia,Holofoil,0.14,Scarlet & Violet,Shrouded Fable,sv_shrouded_fable_cleaned.csv,Basic,Pokemon,none,Cresselia,False,False,False,False,False,False
Cresselia - 021/064,021/064,Rare,Psychic,Cresselia,Reverse Holofoil,0.19,Scarlet & Violet,Shrouded Fable,sv_shrouded_fable_cleaned.csv,Basic,Pokemon,none,Cresselia,False,False,False,False,False,False
Sylveon,022/064,Uncommon,Psychic,Sylveon,Reverse Holofoil,0.4,Scarlet & Violet,Shrouded Fable,sv_shrouded_fable_cleaned.csv,Stage 1,Pokemon,none,Sylveon,False,False,False,True,False,False
Sylveon,022/064,Uncommon,Psychic,Sylveon,Normal,0.27,Scarlet & Violet,Shrouded Fable,sv_shrouded_fable_cleaned.csv,Stage 1,Pokemon,none,Sylveon,False,False,False,True,False,False
Croagunk,023/064,Common,Fighting,Croagunk,Normal,0.03,Scarlet & Violet,Shrouded Fable,sv_shrouded_fable_cleaned.csv,Basic,Pokemon,none,Croagunk,False,False,False,False,False,False
Croagunk,023/064,Common,Fighting,Croagunk,Reverse Holofoil,0.14,Scarlet & Violet,Shrouded Fable,sv_shrouded_fable_cleaned.csv,Basic,Pokemon,none,Croagunk,False,False,False,False,False,False
Toxicroak,024/064,Common,Fighting,Toxicroak,Reverse Holofoil,0.14,Scarlet & Violet,Shrouded Fable,sv_shrouded_fable_cleaned.csv,Stage 1,Pokemon,none,Toxicroak,False,False,False,False,False,False
Toxicroak,024/064,Common,Fighting,Toxicroak,Normal,0.07,Scarlet & Violet,Shrouded Fable,sv_shrouded_fable_cleaned.csv,Stage 1,Pokemon,none,Toxicroak,False,False,False,False,False,False
Bloodmoon Ursaluna,025/064,Rare,Fighting,Bloodmoon Ursaluna,Reverse Holofoil,0.19,Scarlet & Violet,Shrouded Fable,sv_shrouded_fable_cleaned.csv,Basic,Pokemon,none,Bloodmoon Ursaluna,False,False,False,False,False,False
Bloodmoon Ursaluna,025/064,Rare,Fighting,Bloodmoon Ursaluna,Holofoil,0.16,Scarlet & Violet,Shrouded Fable,sv_shrouded_fable_cleaned.csv,Basic,Pokemon,none,Bloodmoon Ursaluna,False,False,False,False,False,False
Slither Wing,026/064,Uncommon,Fighting,Slither Wing,Reverse Holofoil,0.22,Scarlet & Violet,Shrouded Fable,sv_shrouded_fable_cleaned.csv,Basic,Pokemon,none,Slither Wing,False,False,False,False,False,False
Slither Wing,026/064,Uncommon,Fighting,Slither Wing,Normal,0.21,Scarlet & Violet,Shrouded Fable,sv_shrouded_fable_cleaned.csv,Basic,Pokemon,none,Slither Wing,False,False,False,False,False,False
Zubat,027/064,Common,Darkness,Zubat,Reverse Holofoil,0.19,Scarlet & Violet,Shrouded Fable,sv_shrouded_fable_cleaned.csv,Basic,Pokemon,none,Zubat,False,False,False,False,False,False
Zubat,027/064,Common,Darkness,Zubat,Normal,0.08,Scarlet & Violet,Shrouded Fable,sv_shrouded_fable_cleaned.csv,Basic,Pokemon,none,Zubat,False,False,False,False,False,False
Golbat,028/064,Common,Darkness,Golbat,Reverse Holofoil,0.24,Scarlet & Violet,Shrouded Fable,sv_shrouded_fable_cleaned.csv,Stage 1,Pokemon,none,Golbat,False,False,False,False,False,False
Golbat,028/064,Common,Darkness,Golbat,Normal,0.12,Scarlet & Violet,Shrouded Fable,sv_shrouded_fable_cleaned.csv,Stage 1,Pokemon,none,Golbat,False,False,False,False,False,False
Crobat,029/064,Uncommon,Darkness,Crobat,Reverse Holofoil,0.15,Scarlet & Violet,Shrouded Fable,sv_shrouded_fable_cleaned.csv,Stage 2,Pokemon,none,Crobat,False,False,False,False,False,False
Crobat,029/064,Uncommon,Darkness,Crobat,Normal,0.05,Scarlet & Violet,Shrouded Fable,sv_shrouded_fable_cleaned.csv,Stage 2,Pokemon,none,Crobat,False,False,False,False,False,False
Absol,030/064,Common,Darkness,Absol,Reverse Holofoil,0.2,Scarlet & Violet,Shrouded Fable,sv_shrouded_fable_cleaned.csv,Basic,Pokemon,none,Absol,False,False,False,False,False,False
Absol,030/064,Common,Darkness,Absol,Normal,0.17,Scarlet & Violet,Shrouded Fable,sv_shrouded_fable_cleaned.csv,Basic,Pokemon,none,Absol,False,False,False,False,False,False
Zorua - 031/064,031/064,Common,Darkness,Zorua,Normal,0.09,Scarlet & Violet,Shrouded Fable,sv_shrouded_fable_cleaned.csv,Basic,Pokemon,none,Zorua,False,False,False,False,False,False
Zorua - 031/064,031/064,Common,Darkness,Zorua,Reverse Holofoil,0.17,Scarlet & Violet,Shrouded Fable,sv_shrouded_fable_cleaned.csv,Basic,Pokemon,none,Zorua,False,False,False,False,False,False
Zoroark,032/064,Rare,Darkness,Zoroark,Holofoil,0.18,Scarlet & Violet,Shrouded Fable,sv_shrouded_fable_cleaned.csv,Stage 1,Pokemon,none,Zoroark,False,False,False,False,False,False
Zoroark,032/064,Rare,Darkness,Zoroark,Reverse Holofoil,0.24,Scarlet & Violet,Shrouded Fable,sv_shrouded_fable_cleaned.csv,Stage 1,Pokemon,none,Zoroark,False,False,False,False,False,False
Inkay,033/064,Common,Darkness,Inkay,Normal,0.06,Scarlet & Violet,Shrouded Fable,sv_shrouded_fable_cleaned.csv,Basic,Pokemon,none,Inkay,False,False,False,False,False,False
Inkay,033/064,Common,Darkness,Inkay,Reverse Holofoil,0.15,Scarlet & Violet,Shrouded Fable,sv_shrouded_fable_cleaned.csv,Basic,Pokemon,none,Inkay,False,False,False,False,False,False
Malamar,034/064,Uncommon,Darkness,Malamar,Normal,0.04,Scarlet & Violet,Shrouded Fable,sv_shrouded_fable_cleaned.csv,Stage 1,Pokemon,none,Malamar,False,False,False,False,False,False
Malamar,034/064,Uncommon,Darkness,Malamar,Reverse Holofoil,0.15,Scarlet & Violet,Shrouded Fable,sv_shrouded_fable_cleaned.csv,Stage 1,Pokemon,none,Malamar,False,False,False,False,False,False
Yveltal,035/064,Uncommon,Darkness,Yveltal,Normal,0.13,Scarlet & Violet,Shrouded Fable,sv_shrouded_fable_cleaned.csv,Basic,Pokemon,none,Yveltal,True,False,False,False,False,False
Yveltal,035/064,Uncommon,Darkness,Yveltal,Reverse Holofoil,0.2,Scarlet & Violet,Shrouded Fable,sv_shrouded_fable_cleaned.csv,Basic,Pokemon,none,Yveltal,True,False,False,False,False,False
Okidogi ex - 036/064,036/064,Double Rare,Darkness,Okidogi,Holofoil,0.69,Scarlet & Violet,Shrouded Fable,sv_shrouded_fable_cleaned.csv,Basic,Pokemon,none,Okidogi,True,False,False,False,False,False
Munkidori ex - 037/064,037/064,Double Rare,Darkness,Munkidori,Holofoil,0.63,Scarlet & Violet,Shrouded Fable,sv_shrouded_fable_cleaned.csv,Basic,Pokemon,none,Munkidori,True,False,False,False,False,False
Fezandipiti ex - 038/064,038/064,Double Rare,Darkness,Fezandipiti,Holofoil,4.98,Scarlet & Violet,Shrouded Fable,sv_shrouded_fable_cleaned.csv,Basic,Pokemon,none,Fezandipiti,True,False,False,False,False,False
Pecharunt ex - 039/064,039/064,Double Rare,Darkness,Pecharunt,Holofoil,5.18,Scarlet & Violet,Shrouded Fable,sv_shrouded_fable_cleaned.csv,Basic,Pokemon,none,Pecharunt,False,True,False,False,False,False
Genesect,040/064,Uncommon,Metal,Genesect,Normal,0.15,Scarlet & Violet,Shrouded Fable,sv_shrouded_fable_cleaned.csv,Basic,Pokemon,none,Genesect,False,True,False,False,False,False
Genesect,040/064,Uncommon,Metal,Genesect,Reverse Holofoil,0.27,Scarlet & Violet,Shrouded Fable,sv_shrouded_fable_cleaned.csv,Basic,Pokemon,none,Genesect,False,True,False,False,False,False
Cufant - 041/064,041/064,Common,Metal,Cufant,Normal,0.05,Scarlet & Violet,Shrouded Fable,sv_shrouded_fable_cleaned.csv,Basic,Pokemon,none,Cufant,False,False,False,False,False,False
Cufant - 041/064,041/064,Common,Metal,Cufant,Reverse Holofoil,0.12,Scarlet & Violet,Shrouded Fable,sv_shrouded_fable_cleaned.csv,Basic,Pokemon,none,Cufant,False,False,False,False,False,False
Copperajah,042/064,Rare,Metal,Copperajah,Reverse Holofoil,0.14,Scarlet & Violet,Shrouded Fable,sv_shrouded_fable_cleaned.csv,Stage 1,Pokemon,none,Copperajah,False,False,False,False,False,False
Copperajah,042/064,Rare,Metal,Copperajah,Holofoil,0.07,Scarlet & Violet,Shrouded Fable,sv_shrouded_fable_cleaned.csv,Stage 1,Pokemon,none,Copperajah,False,False,False,False,False,False
Varoom,043/064,Common,Metal,Varoom,Normal,0.07,Scarlet & Violet,Shrouded Fable,sv_shrouded_fable_cleaned.csv,Basic,Pokemon,none,Varoom,False,False,False,False,False,False
Varoom,043/064,Common,Metal,Varoom,Reverse Holofoil,0.16,Scarlet & Violet,Shrouded Fable,sv_shrouded_fable_cleaned.csv,Basic,Pokemon,none,Varoom,False,False,False,False,False,False
Axew,044/064,Common,Dragon,Axew,Normal,0.06,Scarlet & Violet,Shrouded Fable,sv_shrouded_fable_cleaned.csv,Basic,Pokemon,none,Axew,False,False,False,False,False,False
Axew,044/064,Common,Dragon,Axew,Reverse Holofoil,0.14,Scarlet & Violet,Shrouded Fable,sv_shrouded_fable_cleaned.csv,Basic,Pokemon,none,Axew,False,False,False,False,False,False
Fraxure - 045/064,045/064,Common,Dragon,Fraxure,Reverse Holofoil,0.13,Scarlet & Violet,Shrouded Fable,sv_shrouded_fable_cleaned.csv,Stage 1,Pokemon,none,Fraxure,False,False,False,False,False,False
Fraxure - 045/064,045/064,Common,Dragon,Fraxure,Normal,0.05,Scarlet & Violet,Shrouded Fable,sv_shrouded_fable_cleaned.csv,Stage 1,Pokemon,none,Fraxure,False,False,False,False,False,False
Haxorus,046/064,Rare,Dragon,Haxorus,Holofoil,0.17,Scarlet & Violet,Shrouded Fable,sv_shrouded_fable_cleaned.csv,Stage 2,Pokemon,none,Haxorus,False,False,False,False,False,False
Haxorus,046/064,Rare,Dragon,Haxorus,Reverse Holofoil,0.24,Scarlet & Violet,Shrouded Fable,sv_shrouded_fable_cleaned.csv,Stage 2,Pokemon,none,Haxorus,False,False,False,False,False,False
Kyurem,047/064,Uncommon,Dragon,Kyurem,Reverse Holofoil,0.25,Scarlet & Violet,Shrouded Fable,sv_shrouded_fable_cleaned.csv,Basic,Pokemon,none,Kyurem,True,False,False,False,False,False
Kyurem,047/064,Uncommon,Dragon,Kyurem,Normal,0.15,Scarlet & Violet,Shrouded Fable,sv_shrouded_fable_cleaned.csv,Basic,Pokemon,none,Kyurem,True,False,False,False,False,False
Meowth,048/064,Common,Colorless,Meowth,Normal,0.11,Scarlet & Violet,Shrouded Fable,sv_shrouded_fable_cleaned.csv,Basic,Pokemon,none,Meowth,False,False,False,False,False,False
Meowth,048/064,Common,Colorless,Meowth,Reverse Holofoil,0.24,Scarlet & Violet,Shrouded Fable,sv_shrouded_fable_cleaned.csv,Basic,Pokemon,none,Meowth,False,False,False,False,False,False
Persian - 049/064,049/064,Common,Colorless,Persian,Normal,0.07,Scarlet & Violet,Shrouded Fable,sv_shrouded_fable_cleaned.csv,Stage 1,Pokemon,none,Persian,False,False,False,False,False,False
Persian - 049/064,049/064,Common,Colorless,Persian,Reverse Holofoil,0.18,Scarlet & Violet,Shrouded Fable,sv_shrouded_fable_cleaned.csv,Stage 1,Pokemon,none,Persian,False,False,False,False,False,False
Eevee,050/064,Common,Colorless,Eevee,Normal,0.24,Scarlet & Violet,Shrouded Fable,sv_shrouded_fable_cleaned.csv,Basic,Pokemon,none,Eevee,False,False,False,True,True,False
Eevee,050/064,Common,Colorless,Eevee,Reverse Holofoil,0.43,Scarlet & Violet,Shrouded Fable,sv_shrouded_fable_cleaned.csv,Basic,Pokemon,none,Eevee,False,False,False,True,True,False
Furfrou,051/064,Common,Colorless,Furfrou,Normal,0.07,Scarlet & Violet,Shrouded Fable,sv_shrouded_fable_cleaned.csv,Basic,Pokemon,none,Furfrou,False,False,False,False,False,False
Furfrou,051/064,Common,Colorless,Furfrou,Reverse Holofoil,0.15,Scarlet & Violet,Shrouded Fable,sv_shrouded_fable_cleaned.csv,Basic,Pokemon,none,Furfrou,False,False,False,False,False,False
Stufful,052/064,Common,Colorless,Stufful,Normal,0.06,Scarlet & Violet,Shrouded Fable,sv_shrouded_fable_cleaned.csv,Basic,Pokemon,none,Stufful,False,False,False,False,False,False
Stufful,052/064,Common,Colorless,Stufful,Reverse Holofoil,0.16,Scarlet & Violet,Shrouded Fable,sv_shrouded_fable_cleaned.csv,Basic,Pokemon,none,Stufful,False,False,False,False,False,False
Bewear - 053/064,053/064,Common,Colorless,Bewear,Reverse Holofoil,0.17,Scarlet & Violet,Shrouded Fable,sv_shrouded_fable_cleaned.csv,Stage 1,Pokemon,none,Bewear,False,False,False,False,False,False
Bewear - 053/064,053/064,Common,Colorless,Bewear,Normal,0.07,Scarlet & Violet,Shrouded Fable,sv_shrouded_fable_cleaned.csv,Stage 1,Pokemon,none,Bewear,False,False,False,False,False,False
Academy at Night,054/064,Uncommon,Trainer - Stadium,,Normal,0.13,Scarlet & Violet,Shrouded Fable,sv_shrouded_fable_cleaned.csv,,Trainer,none,nan,False,False,False,False,False,False
Academy at Night,054/064,Uncommon,Trainer - Stadium,,Reverse Holofoil,0.19,Scarlet & Violet,Shrouded Fable,sv_shrouded_fable_cleaned.csv,,Trainer,none,nan,False,False,False,False,False,False
Binding Mochi,055/064,Uncommon,Trainer - Pokemon Tool,,Normal,0.1,Scarlet & Violet,Shrouded Fable,sv_shrouded_fable_cleaned.csv,,Trainer,none,nan,False,False,False,False,False,False
Binding Mochi,055/064,Uncommon,Trainer - Pokemon Tool,,Reverse Holofoil,0.15,Scarlet & Violet,Shrouded Fable,sv_shrouded_fable_cleaned.csv,,Trainer,none,nan,False,False,False,False,False,False
Cassiopeia - 056/064,056/064,Uncommon,Trainer - Supporter,Cassiopeia,Normal,0.08,Scarlet & Violet,Shrouded Fable,sv_shrouded_fable_cleaned.csv,,Trainer,none,Cassiopeia,False,False,False,False,False,False
Cassiopeia - 056/064,056/064,Uncommon,Trainer - Supporter,Cassiopeia,Reverse Holofoil,0.12,Scarlet & Violet,Shrouded Fable,sv_shrouded_fable_cleaned.csv,,Trainer,none,Cassiopeia,False,False,False,False,False,False
Colress's Tenacity - 057/064,057/064,Uncommon,Trainer - Supporter,Colress,Reverse Holofoil,0.31,Scarlet & Violet,Shrouded Fable,sv_shrouded_fable_cleaned.csv,,Trainer,none,Colress,False,False,False,False,False,False
Colress's Tenacity - 057/064,057/064,Uncommon,Trainer - Supporter,Colress,Normal,0.25,Scarlet & Violet,Shrouded Fable,sv_shrouded_fable_cleaned.csv,,Trainer,none,Colress,False,False,False,False,False,False
Dangerous Laser,058/064,ACE SPEC Rare,Trainer - Item,,Holofoil,0.46,Scarlet & Violet,Shrouded Fable,sv_shrouded_fable_cleaned.csv,,Trainer,none,nan,False,False,False,False,False,False
Janine's Secret Art - 059/064,059/064,Uncommon,Trainer - Supporter,Janine,Reverse Holofoil,0.14,Scarlet & Violet,Shrouded Fable,sv_shrouded_fable_cleaned.csv,,Trainer,none,Janine,False,False,False,False,False,False
Janine's Secret Art - 059/064,059/064,Uncommon,Trainer - Supporter,Janine,Normal,0.09,Scarlet & Violet,Shrouded Fable,sv_shrouded_fable_cleaned.csv,,Trainer,none,Janine,False,False,False,False,False,False
Neutralization Zone,060/064,ACE SPEC Rare,Trainer - Stadium,,Holofoil,0.95,Scarlet & Violet,Shrouded Fable,sv_shrouded_fable_cleaned.csv,,Trainer,none,nan,False,False,False,False,False,False
Night Stretcher,061/064,Uncommon,Trainer - Item,,Reverse Holofoil,2.45,Scarlet & Violet,Shrouded Fable,sv_shrouded_fable_cleaned.csv,,Trainer,none,nan,False,False,False,False,False,False
